id,date,empl_id,name,project,process,sub_process,activity,sub_activity,task,action,start_time,end_time,total_time,volume,act_id,comment,added_by
138,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/16/2018 12:14:09 PM,3/16/2018 12:15:21 PM,1.2,,,,
139,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Issue Trak/CRT,CRT - Process,Raised,,3/16/2018 12:16:52 PM,3/16/2018 12:17:08 PM,0.27,,,,
140,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Documentation,Process Related Documentation - GC,,3/16/2018 12:18:00 PM,3/16/2018 12:18:12 PM,0.2,,,,
141,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Communication,Mail/IM/Phone Communication - GC,,3/16/2018 12:24:26 PM,3/16/2018 12:24:37 PM,0.17,,,,
142,16-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Issue Trak/CRT,Sales Force,Aloocation,,16-03-2018 11:24:26,16-03-2018 12:27:13,62.78,,,,
143,16-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Issue Trak/CRT,Sales Force,Aloocation,,16-03-2018 11:24:26,16-03-2018 12:27:20,62.9,,,,
144,16-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,16-Mar-18 11:13:31 AM,16-Mar-18 12:28:06 PM,74.58,,,,
145,16-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,16-Mar-18 11:13:31 AM,16-Mar-18 12:28:07 PM,74.6,,,,
146,16-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,16-Mar-18 12:31:05 PM,16-Mar-18 12:33:02 PM,1.95,,,,
147,16-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Value management,Value management.,"Proposals (Validation & Management, work on item rejection)",,16-Mar-18 12:33:02 PM,16-Mar-18 12:33:14 PM,0.2,,,,
148,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Support activity,Desk sits,,16-03-2018 11:26:57,16-03-2018 12:36:41,69.49,,,,
149,16-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,DA file preparation & Checks for clean list - Aldi/Lidl,,3/16/2018 12:29:03 PM,3/16/2018 12:38:42 PM,9.65,,,,
150,16-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,DA file preparation & Checks for clean list - Aldi/Lidl,,3/16/2018 12:38:42 PM,3/16/2018 12:38:50 PM,0.12,,,,
151,16-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,DA file preparation & Checks for clean list - Aldi/Lidl,,3/16/2018 12:38:42 PM,3/16/2018 12:38:51 PM,0.15,,,,
152,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Documentation,Process Related Documentation,,16-03-2018 12:36:41,16-03-2018 12:40:48,4.12,,,,
153,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Documentation,Process Related Documentation,,16-03-2018 12:40:48,16-03-2018 12:40:50,0.03,,,,
154,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Documentation,Process Related Documentation - GC,,3/16/2018 1:25:29 PM,3/16/2018 1:25:33 PM,0.05,,,,
155,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Calls/Meeting,DOT Call,,3/16/2018 1:26:49 PM,3/16/2018 1:35:23 PM,8.55,,,,
156,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,INDIRECT ACTIVITIES,PRODUCTION & QUALITY OFFSHORING,RCA/QEM INPUT,,3/16/2018 1:47:49 PM,3/16/2018 1:48:01 PM,0.18,,,,
157,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Documentation,Process Related Documentation,,16-03-2018 12:44:18,16-03-2018 14:11:00,27.72,,,,
158,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/16/2018 2:24:41 PM,3/16/2018 2:24:43 PM,0.02,,,,
159,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Other Retailers,Cross Coding to Standard Item,,3/16/2018 2:24:43 PM,3/16/2018 2:25:42 PM,0.98,,,,
160,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,New Product Launch/New Buisness/CRT/Issue trak/Clinet Supply/Auftrag/cetalog/Rechar/eFeature Cant find Coding,Primary - Dual Coding,,3/16/2018 2:25:42 PM,3/16/2018 2:25:46 PM,0.05,,,,
161,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,New Product Launch/New Buisness/CRT/Issue trak/Clinet Supply/Auftrag/cetalog/Rechar/eFeature Cant find Coding,Post Coding Task,,3/16/2018 2:25:46 PM,3/16/2018 2:25:49 PM,0.05,,,,
162,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Issue Trak/CRT,CRT - Process - GC,Resolved (Analysis + Correction),,3/16/2018 2:42:54 PM,3/16/2018 2:44:40 PM,0.34,,,,
163,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Issue Trak/CRT,CRT - Process - GC,Resolved (Analysis + Correction),,3/16/2018 2:44:40 PM,3/16/2018 2:45:00 PM,0.32,,,,
164,16-Mar-18,WzzOoD5iW8LNLWYNV7IiUA==,ckmT4R9WVWB26monU3MHNw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,16-Mar-18 12:33:14 PM,16-Mar-18 3:15:13 PM,125.73,,,,
165,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Projects/Adhoc Requst,Adhoc Project/Task,Ad hoc projects - Short Term/Feasiblity Study,,16-03-2018 14:11:00,16-03-2018 15:46:43,95.7,,,,
166,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,NIMS/Image Management,Epic renaming,Epic renaming,,3/16/2018 3:54:01 PM,3/16/2018 3:54:22 PM,0.33,,,,
167,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Hard discounters,Cross Coding to Standard Item,,3/16/2018 3:58:16 PM,3/16/2018 3:58:30 PM,0.22,0,"","",System
168,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Cross Coding,Cross coding - Hard discounters,Cross Coding to Standard Item,,3/16/2018 3:58:37 PM,3/16/2018 3:58:49 PM,0.2,0,asdasd,asdasdasd,System
169,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,NIMS/Image Management,Epic renaming,E-PICS REPORT (validation /missing item),,3/16/2018 4:07:51 PM,3/16/2018 4:10:24 PM,2.53,23,2323,dgdgdfgdf,System
170,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Documentation,Process Related Documentation - GC,,3/16/2018 4:10:24 PM,3/16/2018 4:27:33 PM,1.03,0,"","",System
171,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Indirect activities,Documentation,Process Related Documentation,,3/16/2018 4:27:33 PM,3/16/2018 4:27:48 PM,0.23,0,"","",System
172,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,BB,Banded pack (Parent+Child),,3/16/2018 4:27:48 PM,3/16/2018 4:27:50 PM,0.03,0,"","",System
173,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,BB,Primary - Local,,3/16/2018 4:27:50 PM,3/16/2018 4:27:58 PM,0.13,0,"","",System
174,16-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Banded pack (Parent+Child),,3/16/2018 4:27:58 PM,3/16/2018 4:28:21 PM,0.35,0,y,hhh,System
175,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,Auto + Manual Xcoding (Aldi / Lidl/Colruyt),,16-03-2018 15:46:44,16-03-2018 18:01:12,90.32,,,,
118,15-Mar-18,eztE1a3SRDTFBFR9G9Y3yw==,vq20lzyItQbwsYRbon9inw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Banded pack (Parent+Child),,3/15/2018 2:56:31 PM,3/15/2018 2:56:48 PM,0.28,0,asdasd,asdasdasdd,
176,16-Mar-18,BMXraUrJlWC7VDm9TGmr1g==,CGPRAHn2jx3zh/vsrZdSHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Cross Coding,Cross coding - Hard discounters treatment/support activities,DA file preparation & Checks for clean list - Aldi/Lidl,,3/16/2018 12:40:04 PM,3/16/2018 7:24:47 PM,318.76,,,,
177,16-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Documentation,Process Related Documentation,,16-03-2018 18:01:12,16-03-2018 19:43:01,101.69,,,,
178,16-Mar-18,SnfemQpuaa7NRov7sMlN1A==,T4tv8n9icJz201/URnYfyw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,Coding,Epics,Primary - Dual Coding,,16-03-2018 14:36:39,16-03-2018 20:21:08,344.25,,,,
179,17-Mar-18,iDLGelE+x5b0qB63iEpffA==,u+hHHgsk7vXxk+pEpY5n/Q==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,Indirect activities,Documentation,Process Related Documentation,,17-03-2018 11:24:45,17-03-2018 13:20:10,115.35,,,,
