id,name,empl_id,project,process,sub_process,date,status,start_time,end_time,total_time,comments
93,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,Break,3/15/2018 1:38:55 PM,3/15/2018 1:38:55 PM,0,
94,1n4/6W/avI8Z3F6aToseLA==,UCDt6wUeJV++DQKNAQccHA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,15-Mar-18,Break,3/15/2018 1:51:40 PM,3/15/2018 1:51:48 PM,0.12,
95,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,Break,15-03-2018 13:00:40,15-03-2018 13:56:47,56.1,
96,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,15-Mar-18,Break,15-03-2018 13:01:45,15-03-2018 14:06:20,64.57,
97,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,Break,15-Mar-18 1:11:10 PM,15-Mar-18 2:11:09 PM,59.97,
98,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,15-Mar-18,System Locked,15-03-2018 14:30:45,15-03-2018 14:30:52,0.1,
99,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,System Locked,15-Mar-18 4:15:08 PM,15-Mar-18 4:15:15 PM,0.1,
100,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,15-Mar-18,System Locked,15-03-2018 16:27:45,15-03-2018 16:27:52,0.12,
101,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,System Locked,15-Mar-18 5:18:57 PM,15-Mar-18 5:19:02 PM,0.08,
102,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,15-Mar-18,System Locked,15-03-2018 17:23:04,15-03-2018 17:23:21,0.27,
103,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,15-Mar-18,System Locked,15-03-2018 17:12:53,15-03-2018 18:00:51,47.97,
104,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-Mar-18 10:12:12 AM,16-Mar-18 10:12:15 AM,0.03,
105,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 10:36:35,16-03-2018 10:36:36,0.02,
106,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-03-2018 10:56:54,16-03-2018 10:58:09,1.23,
107,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 11:26:22,16-03-2018 11:26:27,0.08,
108,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 12:10:52,16-03-2018 12:11:06,0.23,
109,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 12:19:29 PM,3/16/2018 12:19:29 PM,0,
110,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 12:19:30 PM,3/16/2018 12:19:38 PM,0.13,
111,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 12:19:43 PM,3/16/2018 12:20:00 PM,0.27,
112,CGPRAHn2jx3zh/vsrZdSHA==,BMXraUrJlWC7VDm9TGmr1g==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,3/16/2018 1:17:07 PM,3/16/2018 1:54:15 PM,37.13,
113,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,16-Mar-18 1:19:23 PM,16-Mar-18 1:55:33 PM,36.17,
114,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 1:57:34 PM,3/16/2018 1:59:00 PM,1.42,
115,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,Break,16-03-2018 13:02:18,16-03-2018 14:01:18,58.98,
116,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 1:59:03 PM,3/16/2018 2:23:07 PM,24.05,
117,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 2:23:18 PM,3/16/2018 2:23:34 PM,0.25,
118,ckmT4R9WVWB26monU3MHNw==,WzzOoD5iW8LNLWYNV7IiUA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-Mar-18 2:24:19 PM,16-Mar-18 2:24:23 PM,0.07,
119,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 2:37:40 PM,3/16/2018 2:37:48 PM,0.12,
120,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 2:37:50 PM,3/16/2018 2:37:52 PM,0.02,
121,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 2:42:55 PM,3/16/2018 2:43:10 PM,0.23,
122,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 2:43:11 PM,3/16/2018 2:44:24 PM,1.2,
123,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-03-2018 15:14:30,16-03-2018 15:14:34,0.05,
124,CGPRAHn2jx3zh/vsrZdSHA==,BMXraUrJlWC7VDm9TGmr1g==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,3/16/2018 3:15:46 PM,3/16/2018 3:16:02 PM,0.25,
125,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,3/16/2018 4:10:51 PM,3/16/2018 4:26:57 PM,16.1,
126,vq20lzyItQbwsYRbon9inw==,eztE1a3SRDTFBFR9G9Y3yw==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,Break,3/16/2018 4:28:08 PM,3/16/2018 4:28:10 PM,0.02,
129,CGPRAHn2jx3zh/vsrZdSHA==,BMXraUrJlWC7VDm9TGmr1g==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,3/16/2018 4:21:03 PM,3/16/2018 5:09:33 PM,48.48,
131,CGPRAHn2jx3zh/vsrZdSHA==,BMXraUrJlWC7VDm9TGmr1g==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,3/16/2018 6:53:07 PM,3/16/2018 6:53:13 PM,0.08,
127,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-03-2018 16:57:10,16-03-2018 16:57:17,0.1,
128,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 16:20:46,16-03-2018 17:04:55,44.15,
130,T4tv8n9icJz201/URnYfyw==,SnfemQpuaa7NRov7sMlN1A==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,yuOtuXbHx/x4DiseZsOR4g==,16-Mar-18,System Locked,16-03-2018 18:29:43,16-03-2018 18:29:49,0.08,
132,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 19:10:45,16-03-2018 19:10:48,0.05,
133,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,16-Mar-18,System Locked,16-03-2018 19:36:18,16-03-2018 19:36:24,0.08,
134,u+hHHgsk7vXxk+pEpY5n/Q==,iDLGelE+x5b0qB63iEpffA==,+vCD8kqWx0rqO+6MvfNSZA==,snevsHZq1Qk/qasKhwTrjQ==,oFX4W+50tGaQWTDJ8JXpEw==,17-Mar-18,System Locked,17-03-2018 13:16:16,17-03-2018 13:16:20,0.05,
